3242	14103	24
12008	323	25
7165	12109	24
13219	8838	25
2337	474	4
2449	26	4
5310	180	4
5217	9491	14
1684	15066	14
2103	13567	14
4625	26	4
7503	14989	14
15194	6156	7
3641	8902	13
13307	26	25
15130	8783	14
7708	9428	5
7480	13093	5
15193	3767	7
15193	2155	7
6622	12974	6
3622	12435	6
7711	9075	27
1663	15004	14
6737	13051	28
7478	10787	6
8527	12974	6
13026	462	25
2529	15048	6
5753	14983	6
1548	14148	6
3603	15012	14
599	15037	6
2105	319	4
3591	435	4
6786	13277	14
1610	15098	14
1328	13580	1
8031	13130	6
9416	122	25
1863	11374	24
12071	11666	25
3160	14979	6
3526	13018	14
1492	15115	6
2086	11868	12
14490	26	25
4351	323	4
6394	10891	11
5917	13555	14
6965	314	4
1357	26	4
2357	11744	24
7498	14483	24
2633	4251	30
8189	15141	6
1535	9351	11
480	15017	14
3295	11997	6
936	15047	14
9168	10014	0
4510	180	4
1875	204	4
5173	15017	6
1876	11881	6
1533	9980	14
7805	9894	15
6572	14286	6
5692	15089	14
4858	9761	14
6138	8872	14
547	10498	6
4204	14994	6
834	794	4
1060	10996	6
6083	15035	14
4844	10013	6
4869	14123	24
5935	333	4
2431	474	4
2450	14993	14
6783	15023	14
6634	10056	11
11310	3678	7
4842	15068	14
12935	8969	25
3656	14993	14
7681	14998	6
5067	13812	14
1712	11335	14
4086	15115	14
3145	14088	14
735	15071	14
9864	26	25
4124	323	4
1800	9338	14
12647	411	25
1916	15242	28
4139	14621	14
1782	1348	4
8167	15248	28
10763	26	25
8715	11746	16
5770	12084	11
5122	14333	24
1313	314	4
1207	81	4
3924	13953	14
8921	14675	2
1615	500	4
3841	14148	14
215	14830	20
5486	1042	21
9152	42	25
1218	310	4
6656	14980	14
1247	26	4
3279	9761	6
5980	9429	14
7090	26	15
1108	10707	24
4064	15136	6
3018	166	4
5645	11954	14
8626	323	4
752	15008	14
7380	15173	14
7483	323	4
3695	14161	6
968	10135	6
3727	314	4
3470	15236	28
922	9739	24
1630	323	4
3684	14997	14
2045	215	4
13837	215	25
8534	13034	6
13122	10267	0
8792	323	25
4772	11624	11
3255	10840	14
1980	15001	14
9126	500	25
5355	13051	28
3308	10498	6
1171	13863	5
10687	13723	20
571	266	14
8879	1395	25
2005	14928	28
1786	287	4
4479	323	4
6072	15054	6
4186	15038	14
8376	10495	14
6000	12641	24
2743	71	4
4868	14515	6
4986	8872	14
3053	10631	14
7036	8946	13
4000	10495	14
8558	14024	14
839	13552	6
2766	15012	6
5856	314	4
13297	271	25
5992	14997	6
5992	15081	14
1560	13567	14
5411	9378	14
8473	12974	14
4923	14993	6
3326	9391	14
8428	15058	6
2898	442	4
3985	11591	11
1920	22	4
6351	249	14
4935	9980	14
5974	8872	6
3752	9761	14
5519	14991	14
771	314	4
6906	323	4
840	9625	11
7078	14994	14
7193	26	4
2446	12034	14
4298	15067	6
4630	81	4
4755	14878	11
6873	8999	11
4769	215	4
7564	15019	6
6550	14407	14
4197	9391	6
4204	15028	14
6502	15231	28
5819	14984	14
2352	15098	6
8649	14991	14
2898	14169	6
5188	15089	14
4588	13567	14
4886	15033	14
687	11019	0
517	9495	24
3774	10498	14
4098	15029	6
9607	10607	25
459	310	4
6796	15016	14
2571	9417	11
347	13555	14
2983	13051	28
1906	15097	6
3145	15006	14
1421	5437	4
4515	10566	14
7853	13910	28
11510	8998	25
7099	26	4
2761	15104	14
12934	26	25
250	13050	20
4098	12490	11
4639	15165	14
3387	15094	14
775	11877	24
934	11874	24
5449	26	4
6727	14991	6
2308	323	4
10086	12683	7
494	437	4
3197	15045	6
524	549	21
7784	12974	6
2352	383	4
4209	14148	6
1088	15045	14
42	14834	20
8691	14984	14
1065	11418	14
6828	13953	14
3947	15029	6
8298	9261	11
3147	323	4
3688	13242	14
2250	323	4
8622	15003	6
6020	15056	6
8207	8783	6
486	15121	6
250	14831	20
5660	15027	14
1987	314	4
1082	14420	14
4516	323	4
3886	15002	14
2408	15253	28
1060	323	4
8160	323	4
1234	10566	6
2755	10135	14
6241	8783	14
7920	10566	14
1380	15098	14
2926	15111	6
6714	15231	28
4828	10275	24
8053	26	4
3212	26	4
6705	15031	6
566	9969	24
3685	10548	14
7893	26	4
1464	14873	11
8674	10873	14
3163	323	4
10959	122	25
8202	15027	14
2094	10013	6
2825	351	4
5837	288	4
7743	12727	14
1559	9050	6
2844	15124	14
4676	323	4
4754	13924	14
3833	249	6
2450	15091	6
5840	10961	16
12342	12341	25
3620	15168	6
5810	323	4
2496	26	4
998	15023	14
4308	15048	6
3580	14443	14
10371	166	25
6381	14984	6
5524	9087	5
9188	8824	25
6092	15226	28
10116	9186	25
154	188	25
3476	9442	24
3431	323	4
1447	9564	14
4095	15027	6
10063	26	25
1116	15012	14
4843	15073	6
1481	11997	14
10805	9042	25
1793	358	4
2493	81	4
71	9117	25
2225	81	4
6920	15115	14
1282	15032	6
5530	26	4
374	11815	15
4422	13858	5
5157	12640	24
5133	15069	14
1029	14607	6
2	215	21
1814	11997	6
5108	10676	24
554	15115	14
8694	8872	6
6619	1381	30
796	15059	14
2039	15071	14
6748	14607	6
4064	11204	6
931	15071	14
4213	14148	6
8320	15094	14
4134	9194	24
4540	14088	14
6947	15067	14
7862	9272	14
7333	15066	6
169	500	25
5108	323	4
5010	15120	6
567	323	4
8650	9416	13
2963	4569	30
1129	15038	14
3775	10512	6
6380	15055	6
957	250	4
1647	10498	14
4650	10631	6
1023	12463	6
1724	15066	14
6828	15056	14
8205	14365	5
8186	323	4
3676	15080	14
4319	10873	14
6075	13051	28
2905	2395	4
2967	15000	14
2372	15270	28
3234	215	4
5329	10252	28
7126	15067	6
1952	14629	24
5210	15014	14
3755	249	6
524	14196	18
12292	26	25
2754	13552	6
6661	14510	24
8346	12145	5
1512	14088	14
6680	15023	6
7962	14897	12
3477	215	4
2700	15012	6
689	12812	24
10601	8765	25
14470	11297	25
3783	15023	6
9837	9838	25
8718	15015	14
9302	26	25
692	215	21
8086	10922	6
8061	13655	1
2578	14964	12
1117	15018	14
9618	8930	25
7819	10566	14
6082	15058	14
7074	14980	6
5997	15066	6
7346	26	4
14267	8765	7
3469	15040	14
3546	15029	6
14013	12069	7
4966	10013	14
455	462	4
5670	14126	14
6341	14996	6
4776	9391	14
4403	14996	14
4974	14491	14
7974	15093	6
1839	11971	6
1280	10013	6
5561	319	4
3958	15049	6
6176	11223	24
3026	323	4
8130	10873	14
205	310	4
2938	26	4
5492	15010	6
3028	14979	6
1481	12334	11
1293	314	4
7479	10513	11
8379	14997	6
4537	15115	6
2003	15016	14
5235	10873	6
1170	1045	4
2794	9436	11
5355	11317	1
5281	13250	16
3595	9535	13
9583	10646	25
8176	13567	6
5084	3607	31
655	14980	14
3708	13142	14
5833	14245	1
7682	10653	11
9	10274	25
1811	13130	14
623	14616	6
4293	9976	6
9328	13256	7
5790	14741	27
6107	15055	6
5553	15058	6
5210	12727	14
10894	5437	21
2643	8888	14
5437	9117	25
4746	297	4
750	15039	14
1253	323	4
1249	215	4
1949	9927	6
625	15037	14
7851	14088	14
2799	10840	14
5622	10437	14
5585	14995	14
3577	14161	14
14677	14723	2
10012	8765	25
5102	241	6
6203	10996	6
9749	8824	25
7110	15008	6
1228	323	4
6909	9515	24
1003	12435	6
12108	442	25
589	119	4
4251	11525	16
5306	9340	11
7496	10259	14
4218	10358	6
530	314	4
3930	15115	14
1542	7562	30
8037	15047	14
4431	15080	6
1095	375	4
5091	9211	11
11061	26	25
5827	250	4
4537	14991	14
416	250	4
4360	13953	6
8525	15063	6
5693	81	4
5236	14997	14
4724	323	11
3423	14995	14
986	14286	14
5107	15080	6
8058	14161	14
1154	81	4
6645	201	4
568	13667	6
6087	351	4
1959	14024	14
2609	323	4
7857	8791	6
10626	188	25
844	14833	20
8103	13266	27
7034	12974	14
5097	215	4
8891	1160	25
4938	15016	14
7981	15031	14
7749	15004	14
9143	81	25
4259	15031	6
5055	323	4
5420	14143	1
11927	26	25
1918	14998	14
9831	8765	25
6282	9677	24
8338	15058	6
6451	15014	14
3831	10403	14
493	10013	6
6065	15038	6
9504	26	25
439	15049	6
7690	249	6
2216	14016	14
6666	9366	16
6772	323	4
725	726	4
2503	1056	4
3031	12727	6
7966	15040	6
1496	8874	14
3033	15037	6
5801	9809	6
5365	9432	16
2907	15008	14
3305	12215	24
1690	10407	11
2710	14024	6
8306	10495	14
3403	8783	14
3954	13936	11
6342	14148	14
2193	14980	14
2291	13567	6
8039	14980	14
10396	8838	25
1890	15080	14
8503	15057	6
